Id,Label,nome,attribute,categoria,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1297p,Nuccio Ambrosino,Nuccio Ambrosino,48,Performer,68,8,0.220598,0.229526,1931.2,0.002628
1298p,Nunzio Zappulla,Nunzio Zappulla,1,Performer,179,8,0.301922,0.334984,0,0.042489
1299p,Nuovo quartetto danese,Nuovo quartetto danese,1,Performer,170,0,0,0,0,0
1300p,Nuovo quartetto di Milano,Nuovo quartetto di Milano,4,Performer,179,8,0.309814,0.341691,176.738533,0.063498
1301p,Nuovo quartetto italiano,Nuovo quartetto italiano,1,Performer,171,0,0,0,0,0
1302p,Nuto Navarrini,Nuto Navarrini,110,Performer,64,7,0.279595,0.299927,19271.389543,0.014333
1303p,O'Brien,O'Brien,1,Performer,172,1,1,1,0,0.000222
1304p,Old Style Jazz Sincopators,Old Style Jazz Sincopators,1,Performer,95,2,0.75,0.833333,0,0.000488
1305p,Olga Chianese,Olga Chianese,2,Performer,179,7,0.320186,0.353112,3.090047,0.071507
1306p,Olga Gherardi,Olga Gherardi,4,Performer,179,7,0.298424,0.327137,0,0.028311
1307p,Opera di Stato di Berlino,Opera di Stato di Berlino,4,Performer,179,7,0.297918,0.326826,0,0.028318
1308p,Opera di Stato di Vienna,Opera di Stato di Vienna,12,Performer,179,7,0.305599,0.33785,106.404997,0.04336
1309p,Oralia Dominguez,Oralia Dominguez,1,Performer,179,7,0.293171,0.316736,0,0.022864
1310p,Orchestra Baby Luna,Orchestra Baby Luna,1,Performer,95,2,0.6,0.666667,0,0.000251
1311p,Orchestra Berlendis,Orchestra Berlendis,3,Performer,251,1,1,1,0,0.000222
1312p,Orchestra best-seller,Orchestra best-seller,7,Performer,189,2,0.75,0.833333,2,0.000459
1313p,Orchestra Buzzacchi,Orchestra Buzzacchi,2,Performer,195,1,1,1,0,0.000222
1314p,Orchestra Caly,Orchestra Caly,1,Performer,49,7,0.267072,0.279612,0,0.002988
1315p,Orchestra Carish,Orchestra Carish,16,Performer,92,8,0.224703,0.232236,0,0.001415
1316p,Orchestra Catellani,Orchestra Catellani,2,Performer,173,0,0,0,0,0
1317p,Orchestra Cavallini-Teresio,Orchestra Cavallini-Teresio,1,Performer,174,1,1,1,0,0.000222
1318p,Orchestra classica Gulda,Orchestra classica Gulda,1,Performer,179,7,0.318707,0.352478,0,0.054382
1319p,orchestra Claude Luter,orchestra Claude Luter,1,Performer,175,1,1,1,0,0.000222
1320p,Orchestra Claudio Monteverdi,Orchestra Claudio Monteverdi,1,Performer,282,9,0.202304,0.211057,0,0.000871
1321p,Orchestra da camera dei Wiener Symphoniker,Orchestra da camera dei Wiener Symphoniker,1,Performer,179,7,0.307938,0.338063,0,0.037046
1322p,Orchestra da Camera dell'Angelicum,Orchestra da Camera dell'Angelicum,2,Performer,176,0,0,0,0,0
1341p,Orchestra da camera dell'Angelicum,Orchestra da camera dell'Angelicum,98,Performer,179,7,0.415395,0.492483,136669.205072,0.750175
1323p,Orchestra da camera di Berlino,Orchestra da camera di Berlino,1,Performer,177,0,0,0,0,0
1324p,Orchestra da camera di Firenze,Orchestra da camera di Firenze,1,Performer,179,8,0.254378,0.2722,0,0.003264
1325p,Orchestra da Camera di Praga,Orchestra da Camera di Praga,1,Performer,179,7,0.303059,0.328597,0,0.038667
1326p,Orchestra da camera di Stoccarda,Orchestra da camera di Stoccarda,1,Performer,178,0,0,0,0,0
1327p,Orchestra da camera di Vienna,Orchestra da camera di Vienna,1,Performer,179,7,0.299953,0.328438,0,0.028192
1328p,Orchestra da camera olandese,Orchestra da camera olandese,2,Performer,179,7,0.311613,0.345695,37.987497,0.054898
1329p,Orchestra da camera Ranat Gan,Orchestra da camera Ranat Gan,1,Performer,179,7,0.292152,0.314231,0,0.028237
1330p,Orchestra d'archi di Milano,Orchestra d'archi di Milano,1,Performer,179,7,0.30478,0.335412,0,0.041813
1331p,Orchestra dei Pomeriggi Musicali,Orchestra dei Pomeriggi Musicali,102,Performer,179,7,0.413262,0.494234,127387.873601,0.817748
1339p,Orchestra del Teatro alla Scala,Orchestra del Teatro alla Scala,480,Performer,179,6,0.418272,0.507522,192279.982216,0.868968
1332p,Orchestra della Giovent� Musicale Olandese,Orchestra della Giovent� Musicale Olandese,1,Performer,180,0,0,0,0,0
1333p,Orchestra della Polifonica Ambrosiana,Orchestra della Polifonica Ambrosiana,1,Performer,181,0,0,0,0,0
1334p,Orchestra della RAI di Milano,Orchestra della RAI di Milano,45,Performer,179,6,0.403593,0.453839,95108.536714,0.474878
1338p,Orchestra della residenza dell'Aja,Orchestra della residenza dell'Aja,1,Performer,179,8,0.238078,0.250221,0,0.001047
1340p,Orchestra dell'Accademia di Vienna,Orchestra dell'Accademia di Vienna,1,Performer,179,7,0.286647,0.30594,0,0.010857
1342p,Orchestra di Radio Colonia,Orchestra di Radio Colonia,2,Performer,179,8,0.272689,0.290779,0,0.00904
1343p,Orchestra e coro della Radiotelevisione di Zagabria,Orchestra e coro della Radiotelevisione di Zagabria,1,Performer,179,8,0.292461,0.319724,0,0.018005
1344p,orchestra Edoardo Lucchina,orchestra Edoardo Lucchina,15,Performer,182,1,1,1,0.5,0.000727
1345p,orchestra Elio Mauro,orchestra Elio Mauro,15,Performer,182,2,0.75,0.833333,0,0.000503
1346p,Orchestra Fanciulli,Orchestra Fanciulli,2,Performer,220,1,1,1,0,0.000222
1347p,Orchestra Felix-Cameroni,Orchestra Felix-Cameroni,20,Performer,183,1,1,1,0,0.000222
1348p,Orchestra filarmonica di Praga,Orchestra filarmonica di Praga,1,Performer,179,7,0.295775,0.319616,0,0.025713
1349p,Orchestra filarmonica di Rotterdam,Orchestra filarmonica di Rotterdam,1,Performer,179,7,0.303344,0.330627,0,0.024987
1350p,Orchestra Fiori,Orchestra Fiori,1,Performer,184,0,0,0,0,0
1351p,Orchestra Giorgio and His Players,Orchestra Giorgio and His Players,1,Performer,185,0,0,0,0,0
1352p,Orchestra giovanile di Sofia,Orchestra giovanile di Sofia,1,Performer,179,7,0.308873,0.335918,0,0.03512
1353p,orchestra I Lunatici,orchestra I Lunatici,1,Performer,186,1,1,1,0,0.000222
1354p,Orchestra Impallomeni,Orchestra Impallomeni,1,Performer,187,1,1,1,0,0.000474
1355p,Orchestra Internazionale delle Giovent� Musicali,Orchestra Internazionale delle Giovent� Musicali,1,Performer,188,0,0,0,0,0
1356p,Orchestra Lana Lener,Orchestra Lana Lener,25,Performer,189,3,0.5,0.611111,0,0.000236
1357p,Orchestra Lino Siricio,Orchestra Lino Siricio,1,Performer,190,0,0,0,0,0
1358p,orchestra Mario Festa,orchestra Mario Festa,22,Performer,144,8,0.217006,0.227743,0.166667,0.002411
1359p,Orchestra Michelino,Orchestra Michelino,1,Performer,254,1,1,1,0,0.000222
1360p,Orchestra Morelli,Orchestra Morelli,2,Performer,92,9,0.181989,0.188438,0,0.000305
1361p,Orchestra nazionale di Parigi,Orchestra nazionale di Parigi,2,Performer,179,8,0.26564,0.282325,0,0.00624
1362p,Orchestra Olimpia,Orchestra Olimpia,20,Performer,247,8,0.217054,0.229081,138.068621,0.004071
1363p,Orchestra Oppi,Orchestra Oppi,1,Performer,249,2,0.666667,0.75,0,0.000236
1364p,Orchestra Philarmonica Hungarica,Orchestra Philarmonica Hungarica,1,Performer,191,0,0,0,0,0
1365p,Orchestra Pippo Maugeri,Orchestra Pippo Maugeri,1,Performer,192,0,0,0,0,0
1366p,Orchestra Poker d'assi,Orchestra Poker d'assi,13,Performer,193,1,1,1,0,0.000474
1367p,Orchestra Renato e i 4 Jolly,Orchestra Renato e i 4 Jolly,1,Performer,194,0,0,0,0,0
1368p,orchestra Renzo Bado,orchestra Renzo Bado,1,Performer,224,1,1,1,0,0.000222
1369p,Orchestra Rocker's Jazz,Orchestra Rocker's Jazz,4,Performer,135,1,1,1,0,0.000474
1370p,Orchestra Schiavon,Orchestra Schiavon,2,Performer,195,1,1,1,0,0.000222
1371p,Orchestra Silvano Bado,Orchestra Silvano Bado,1,Performer,262,1,1,1,0,0.000222
1372p,Orchestra sinfonica del Guatemala,Orchestra sinfonica del Guatemala,2,Performer,196,0,0,0,0,0
1373p,Orchestra sinfonica della radio cecoslovacca,Orchestra sinfonica della radio cecoslovacca,1,Performer,197,1,1,1,0,0.000222
1374p,Orchestra sinfonica della radio jugoslava,Orchestra sinfonica della radio jugoslava,1,Performer,179,7,0.307301,0.337022,965,0.043151
1375p,Orchestra sinfonica della radio polacca,Orchestra sinfonica della radio polacca,2,Performer,179,7,0.291183,0.316198,0,0.023676
1377p,Orchestra sinfonica dell'Opera di Montecarlo,Orchestra sinfonica dell'Opera di Montecarlo,1,Performer,179,7,0.306813,0.333312,0,0.040454
1378p,Orchestra sinfonica di Leningrado,Orchestra sinfonica di Leningrado,2,Performer,179,8,0.281141,0.300673,0,0.0137
1379p,Orchestra sinfonica di Radio Colonia,Orchestra sinfonica di Radio Colonia,2,Performer,179,7,0.329468,0.358278,0,0.069236
1380p,Orchestra Sinfonica di Tokyo NHK,Orchestra Sinfonica di Tokyo NHK,2,Performer,179,8,0.304828,0.333958,0,0.032194
1381p,Orchestra Sinfonica Siciliana,Orchestra Sinfonica Siciliana,1,Performer,179,7,0.312571,0.344791,0,0.054681
1382p,Orchestra Tosi,Orchestra Tosi,2,Performer,223,2,0.666667,0.75,0,0.000236
1383p,Orchestra trombetta,Orchestra trombetta,2,Performer,92,9,0.198868,0.205791,0,0.000469
1385p,Orianna Santunioni,Orianna Santunioni,2,Performer,179,8,0.228288,0.241663,0,0.001283
1931p,Orietta Berti,Orietta Berti,1,Performer,92,8,0.231377,0.245518,4.439556,0.003953
1386p,Original Lambro Jazz Band,Original Lambro Jazz Band,16,Performer,92,7,0.300607,0.319173,14250.750389,0.015036
1387p,Orio Buccellato,Orio Buccellato,1,Performer,198,1,1,1,0,0.000222
1388p,Ornella Puliti Santoliquido,Ornella Puliti Santoliquido,2,Performer,179,7,0.304492,0.331173,0,0.039877
1389p,Ornella Vannucci,Ornella Vannucci,2,Performer,179,7,0.318497,0.340183,1211.558846,0.046208
1391p,Ornella Vanoni,Ornella Vanoni,39,Performer,68,6,0.327847,0.346109,12039.190446,0.023418
1392p,Ortensia Beggiato,Ortensia Beggiato,1,Performer,179,8,0.298148,0.324106,49.937506,0.027011
1393p,Oscar Peterson,Oscar Peterson,8,Performer,264,4,0.482759,0.64881,81.2,0.003812
1395p,Oscar Valdambrini,Oscar Valdambrini,12,Performer,92,7,0.296274,0.317094,7555.285105,0.016886
1399p,Oskar Danon,Oskar Danon,2,Performer,179,7,0.302584,0.334884,0,0.046466
1400p,Otello Profazio,Otello Profazio,2,Performer,287,7,0.315223,0.3401,0,0.02914
1401p,Othmar Maga,Othmar Maga,1,Performer,179,7,0.305261,0.334541,0,0.040735
1402p,Ottavio Fanfani,Ottavio Fanfani,44,Performer,273,7,0.274081,0.287907,159.791759,0.006087
1403p,Ottavio Imola,Ottavio Imola,1,Performer,179,7,0.311312,0.336703,0,0.046974
1404p,Ottetto da camera di Giorgio Gaslini,Ottetto da camera di Giorgio Gaslini,1,Performer,179,7,0.330482,0.359632,0,0.055086
1405p,Ottetto di Vienna,Ottetto di Vienna,2,Performer,179,7,0.318654,0.34887,2.188666,0.05278
1406p,Ottetto sloveno,Ottetto sloveno,2,Performer,199,0,0,0,0,0
1407p,Otto Edelmann,Otto Edelmann,5,Performer,179,7,0.298471,0.327223,0,0.026278
1408p,Otto Wiener,Otto Wiener,4,Performer,179,7,0.297139,0.326015,0,0.026008
1409p,Pablo Morel,Pablo Morel,13,Performer,61,8,0.209363,0.217951,3860,0.002765
1410p,Pablo Soza,Pablo Soza,1,Performer,51,8,0.280529,0.300176,0,0.016408
1411p,Pacho Gatti,Pacho Gatti,1,Performer,200,0,0,0,0,0
1412p,Paco de Alba,Paco de Alba,6,Performer,209,1,1,1,0,0.000474
1413p,Pallino Salonia,Pallino Salonia,8,Performer,92,6,0.294288,0.308998,3210.186196,0.010007
1414p,Paola Caffarella,Paola Caffarella,1,Performer,179,7,0.324052,0.354681,1185.926295,0.066754
1415p,Paola D'Alba,Paola D'Alba,2,Performer,51,8,0.278066,0.299864,5795.149746,0.011471
1416p,Paola Marcellan,Paola Marcellan,1,Performer,92,7,0.242927,0.256074,0,0.006826
1417p,Paola Penni,Paola Penni,7,Performer,92,7,0.23146,0.23948,0,0.001907
1418p,Paolo Bonomi,Paolo Bonomi,1,Performer,179,7,0.302869,0.326972,0,0.03998
1419p,Paolo Carlini,Paolo Carlini,13,Performer,290,9,0.191022,0.200951,0,0.001225
1420p,Paolo Paglia,Paolo Paglia,1,Performer,201,2,0.6,0.666667,0,0.000537
1421p,Paolo Panelli,Paolo Panelli,71,Performer,49,7,0.261541,0.27152,30.327241,0.002763
1422p,Paolo Poli,Paolo Poli,146,Performer,61,7,0.262393,0.277162,17593.489761,0.00715
1423p,Paolo Salonia,Paolo Salonia,1,Performer,92,7,0.247027,0.256013,0,0.001897
1424p,Paolo Spagnolo,Paolo Spagnolo,2,Performer,179,7,0.321785,0.356268,0,0.062329
1425p,Paolo Washington,Paolo Washington,1,Performer,179,7,0.309665,0.33775,0,0.043327
1426p,Patruno-Longhi-Swing Quintett,Patruno-Longhi-Swing Quintett,1,Performer,92,8,0.208933,0.216963,0,0.00146
1427p,Paul Angerer,Paul Angerer,1,Performer,179,7,0.299953,0.328438,0,0.028192
1428p,Paul Anka,Paul Anka,4,Performer,50,3,0.47619,0.55,25,0.000521
1429p,Paul Badura Skoda,Paul Badura Skoda,2,Performer,179,7,0.328851,0.36836,88.067835,0.091183
1430p,Paul Chambers,Paul Chambers,1,Performer,264,4,0.394366,0.47619,0,0.001388
1431p,Paul Hauger,Paul Hauger,1,Performer,179,7,0.320877,0.352472,0,0.054932
1432p,Paul Hindemith,Paul Hindemith,1,Performer,179,7,0.322161,0.356673,0,0.076078
1433p,Paul Klecki,Paul Klecki,2,Performer,179,7,0.318864,0.352312,0,0.047725
1434p,Paul Strauss,Paul Strauss,5,Performer,179,7,0.333103,0.37335,98.875599,0.11261
1435p,Paula,Paula,1,Performer,92,8,0.221763,0.234554,0,0.002978
1436p,Paulette De Bedin,Paulette De Bedin,1,Performer,179,7,0.323781,0.351187,0,0.055637
1437p,Pauline O'Connor,Pauline O'Connor,2,Performer,179,7,0.31745,0.352386,6.74846,0.063502
1438p,Pellegrina Pereno-Rossi,Pellegrina Pereno-Rossi,1,Performer,202,0,0,0,0,0
1439p,Peppino di Capri,Peppino di Capri,10,Performer,92,7,0.267146,0.285969,5003.366975,0.013233
1440p,Peppino Sacchi,Peppino Sacchi,2,Performer,203,1,1,1,0,0.000222
1441p,Perez Prado,Perez Prado,2,Performer,204,0,0,0,0,0
1442p,Peter Fischer,Peter Fischer,3,Performer,273,7,0.25153,0.260897,0,0.002427
1443p,Peter Gelhorn,Peter Gelhorn,1,Performer,179,7,0.318182,0.349039,12.557594,0.052599
1444p,Peter Maag,Peter Maag,6,Performer,179,7,0.344508,0.38634,2086.113624,0.127155
1445p,Peter Pascol,Peter Pascol,1,Performer,92,8,0.20275,0.210277,0,0.001317
1446p,Peter Rummenholler,Peter Rummenholler,1,Performer,179,8,0.306667,0.338909,0,0.05012
1447p,Petre Munteanu,Petre Munteanu,5,Performer,179,7,0.345062,0.390114,1058.650666,0.155413
1448p,Philippe Arru Blachette,Philippe Arru Blachette,1,Performer,179,8,0.303059,0.335139,0,0.043546
1449p,Phineas Newborn,Phineas Newborn,1,Performer,205,1,1,1,0,0.000222
1450p,Phyllis Curtin,Phyllis Curtin,5,Performer,179,7,0.308134,0.337367,0,0.035415
1451p,Phyllis Curtis,Phyllis Curtis,2,Performer,179,8,0.237492,0.253666,0,0.001811
1452p,Pia Colombo,Pia Colombo,12,Performer,125,1,1,1,0,0.000474
1453p,Pia Velsi,Pia Velsi,1,Performer,210,2,0.75,0.833333,0,0.000488
1454p,Piccolo complesso di Milano,Piccolo complesso di Milano,2,Performer,179,7,0.308676,0.3381,0,0.036481
1455p,Pier Emilio Bassi,Pier Emilio Bassi,20,Performer,92,7,0.277586,0.303654,22633.966482,0.024164
1456p,Pieralberto Biondi,Pieralberto Biondi,1,Performer,206,0,0,0,0,0
1457p,Piero Bastianelli,Piero Bastianelli,2,Performer,179,8,0.296274,0.323278,28.409055,0.026816
1458p,Piero Bellugi,Piero Bellugi,4,Performer,179,7,0.328236,0.367434,24.607284,0.081835
1459p,Piero Chini,Piero Chini,1,Performer,92,8,0.208933,0.216963,0,0.00146
1460p,Piero De Palma,Piero De Palma,31,Performer,179,7,0.318182,0.356434,1381.503622,0.098638
1462p,Piero Francia,Piero Francia,3,Performer,14,7,0.273732,0.292009,0,0.007278
1463p,Piero Giorgetti,Piero Giorgetti,3,Performer,207,0,0,0,0,0
1464p,Piero Guarino,Piero Guarino,1,Performer,179,8,0.313687,0.34839,70.30921,0.056502
1465p,Piero Mazzarella,Piero Mazzarella,30,Performer,68,8,0.220825,0.229483,0,0.00175
1466p,Piero Nuti,Piero Nuti,39,Performer,61,7,0.261647,0.274211,44.461766,0.004617
1467p,Piero Rattalino,Piero Rattalino,1,Performer,179,8,0.287586,0.311192,0,0.025709
1468p,Piero Rolla,Piero Rolla,2,Performer,92,8,0.215649,0.221614,0,0.000365
1469p,Piero Santi,Piero Santi,5,Performer,179,7,0.340981,0.379848,6763.910043,0.132255
1470p,Piero Toso,Piero Toso,2,Performer,273,6,0.312824,0.32852,0,0.01621
1471p,Piero Trombetta,Piero Trombetta,1,Performer,92,8,0.2425,0.254372,1.885804,0.004526
1472p,Piero Weiss,Piero Weiss,1,Performer,179,8,0.293439,0.319456,0,0.020044
1473p,Pierre Boulez,Pierre Boulez,1,Performer,179,8,0.299535,0.326841,0,0.034051
1942p,Pierre Colombo,Pierre Colombo,1,Performer,179,8,0.293528,0.31742,0,0.015703
1474p,Pierre Philippe,Pierre Philippe,10,Performer,208,1,1,1,0,0.000222
1475p,Pietro Argento,Pietro Argento,2,Performer,179,7,0.349241,0.383985,465.05908,0.115454
1476p,Pietro Bellugi,Pietro Bellugi,5,Performer,179,7,0.288703,0.310124,0,0.016078
1477p,Pietro Bottazzo,Pietro Bottazzo,3,Performer,244,8,0.250974,0.267776,0,0.003067
1478p,Pietro Ferrari,Pietro Ferrari,1,Performer,51,9,0.217641,0.228344,0,0.001008
1479p,Pietro Grossi,Pietro Grossi,1,Performer,179,7,0.305261,0.334541,0,0.040735
1480p,Pietro Mazzarella,Pietro Mazzarella,42,Performer,64,8,0.221763,0.230236,0,0.001654
1481p,Pietro Scarpini,Pietro Scarpini,4,Performer,179,7,0.316255,0.351144,38.722999,0.063075
1482p,Pietro Spada,Pietro Spada,4,Performer,179,7,0.339722,0.3807,125.297355,0.137905
1483p,Pilar Lopez,Pilar Lopez,6,Performer,209,1,1,1,0,0.000474
1484p,Pina Carminelli,Pina Carminelli,2,Performer,179,7,0.329524,0.365327,12.737616,0.083269
1485p,Pina Cei,Pina Cei,14,Performer,81,1,1,1,0,0.001078
1486p,Pino Calvi,Pino Calvi,4,Performer,92,7,0.2749,0.287681,1931,0.004839
1487p,Pino Donaggio,Pino Donaggio,1,Performer,92,7,0.261187,0.273812,0,0.005139
1488p,Pino Guerra,Pino Guerra,2,Performer,92,8,0.219048,0.230254,0,0.00165
1489p,Pino Vinci,Pino Vinci,2,Performer,92,7,0.243601,0.258464,11270.83498,0.005683
1490p,Pippo Barzizza,Pippo Barzizza,1,Performer,92,8,0.229454,0.240487,0,0.001972
1491p,Pippo Volpe,Pippo Volpe,1,Performer,210,2,0.75,0.833333,0,0.000488
1492p,Platters,Platters,24,Performer,92,8,0.232212,0.243955,7.959433,0.002059
1493p,Pocho Gatti,Pocho Gatti,1,Performer,92,8,0.237668,0.24828,29.233671,0.002242
1494p,Polifonica Ambrosiana,Polifonica Ambrosiana,103,Performer,273,7,0.359509,0.403602,21851.254165,0.200874
1495p,Primo Borali,Primo Borali,1,Performer,179,8,0.295956,0.321501,0,0.034488
1496p,Pupo De Luca,Pupo De Luca,4,Performer,92,7,0.280447,0.296118,1480.120639,0.008665
1497p,Quartetto All Stars,Quartetto All Stars,4,Performer,50,5,0.357143,0.478333,0,0.000518
1498p,Quartetto Amadeus,Quartetto Amadeus,1,Performer,179,7,0.318602,0.351935,0,0.051113
1499p,Quartetto Carmirelli,Quartetto Carmirelli,2,Performer,179,7,0.309665,0.33961,0,0.039577
1500p,quartetto Ceroni,quartetto Ceroni,23,Performer,68,7,0.270248,0.282412,0,0.003496
1501p,Quartetto Cetra,Quartetto Cetra,71,Performer,49,7,0.252979,0.270916,3944.445847,0.009954
1502p,Quartetto Chigiano,Quartetto Chigiano,1,Performer,179,7,0.311061,0.34229,0,0.040752
1503p,Quartetto De Angeli,Quartetto De Angeli,1,Performer,211,1,1,1,0,0.000222
1504p,quartetto della Lucia,quartetto della Lucia,1,Performer,92,8,0.232463,0.240521,0,0.001186
1505p,Quartetto della Scala,Quartetto della Scala,3,Performer,179,8,0.302206,0.329575,0,0.029674
1506p,Quartetto della Tonhalle di Zurigo,Quartetto della Tonhalle di Zurigo,2,Performer,179,7,0.302821,0.329376,0,0.022923
1507p,Quartetto di Budapest,Quartetto di Budapest,2,Performer,179,7,0.319286,0.352041,0,0.051567
1508p,Quartetto di Lucca,Quartetto di Lucca,2,Performer,92,7,0.261931,0.274336,7.684992,0.005544
1509p,Quartetto di Madrid,Quartetto di Madrid,1,Performer,179,8,0.280366,0.301743,0,0.013919
1510p,Quartetto di Milano,Quartetto di Milano,4,Performer,179,8,0.310661,0.343386,3955.109514,0.074254
1512p,Quartetto di Praga,Quartetto di Praga,1,Performer,212,0,0,0,0,0
1513p,Quartetto di Roma,Quartetto di Roma,1,Performer,213,0,0,0,0,0
1514p,Quartetto di Zagabria,Quartetto di Zagabria,2,Performer,179,7,0.301592,0.329551,19.357481,0.043417
1515p,Quartetto Endres,Quartetto Endres,1,Performer,179,8,0.305841,0.33363,0,0.031136
1516p,Quartetto Filarmonico di Vienna,Quartetto Filarmonico di Vienna,1,Performer,179,7,0.308626,0.337841,0,0.034389
1517p,Quartetto Fonit,Quartetto Fonit,1,Performer,51,8,0.25341,0.26655,0,0.002672
1518p,Quartetto Franco Cerri,Quartetto Franco Cerri,1,Performer,92,7,0.256881,0.267168,0,0.002257
1519p,Quartetto italiano,Quartetto italiano,6,Performer,179,7,0.342918,0.382985,441.339932,0.130419
1520p,Quartetto Janacek,Quartetto Janacek,2,Performer,214,0,0,0,0,0
1521p,Quartetto Koeckert,Quartetto Koeckert,1,Performer,179,7,0.31512,0.348616,0,0.051166
1522p,Quartetto Konzerthaus di Vienna,Quartetto Konzerthaus di Vienna,1,Performer,215,0,0,0,0,0
1523p,Quartetto Loewenguth di Parigi,Quartetto Loewenguth di Parigi,1,Performer,179,7,0.300841,0.327403,0,0.033803
1524p,Quartetto Margand,Quartetto Margand,1,Performer,179,8,0.293885,0.320629,0,0.024863
1525p,Quartetto Milord Boys,Quartetto Milord Boys,1,Performer,216,0,0,0,0,0
1526p,Quartetto Monteceneri,Quartetto Monteceneri,1,Performer,217,0,0,0,0,0
1527p,Quartetto Parrenin,Quartetto Parrenin,3,Performer,179,7,0.314146,0.345743,2084.036791,0.052151
1529p,Quartetto Polistrumentale,Quartetto Polistrumentale,69,Performer,68,7,0.277188,0.291007,4905.359543,0.005905
1530p,Quartetto Pro Arte,Quartetto Pro Arte,1,Performer,179,8,0.284243,0.307402,8.943034,0.01511
1532p,Quartetto Radar,Quartetto Radar,46,Performer,290,7,0.253577,0.267241,2544.634827,0.005047
1533p,Quartetto Record's,Quartetto Record's,82,Performer,290,9,0.198868,0.206323,0,0.001347
1535p,Quartetto Strauss,Quartetto Strauss,1,Performer,179,7,0.30912,0.33609,0,0.037942
1536p,quartetto Stross di Monaco,quartetto Stross di Monaco,1,Performer,179,7,0.300841,0.327403,0,0.033803
1537p,Quartetto Tatrai,Quartetto Tatrai,1,Performer,179,8,0.300935,0.328902,0,0.036513
1538p,Quartetto Ungherese,Quartetto Ungherese,1,Performer,179,8,0.306132,0.335985,0,0.037379
1539p,Quartetto Urfer,Quartetto Urfer,2,Performer,179,7,0.319022,0.353117,119.66728,0.050913
1540p,Quartetto V�gh,Quartetto V�gh,2,Performer,218,0,0,0,0,0
1541p,Quincy Jones,Quincy Jones,2,Performer,219,1,1,1,0,0.000222
1542p,Quintetto a fiato italiano,Quintetto a fiato italiano,1,Performer,179,8,0.295956,0.321501,0,0.034488
1543p,Quintetto Basso-Valdambrini,Quintetto Basso-Valdambrini,2,Performer,92,8,0.248233,0.259507,5.744803,0.004265
1544p,Quintetto Bruno De Lucia,Quintetto Bruno De Lucia,2,Performer,247,9,0.186992,0.196338,0,0.001944
1545p,Quintetto Chigiano,Quintetto Chigiano,1,Performer,179,8,0.283951,0.306281,0,0.012273
1546p,Quintetto di fiati di Radio Colonia,Quintetto di fiati di Radio Colonia,1,Performer,179,7,0.292727,0.31431,0,0.023002
1547p,Quintetto di sassofoni Marcel Mule,Quintetto di sassofoni Marcel Mule,1,Performer,47,8,0.234267,0.24803,0,0.001979
1548p,Quintetto Italiano,Quintetto Italiano,1,Performer,179,10,0.191686,0.199213,0,0.000259
1549p,quintetto Petris,quintetto Petris,1,Performer,220,1,1,1,0,0.000222
1550p,Quintetto Ragoni,Quintetto Ragoni,1,Performer,221,1,1,1,0,0.000222
1551p,Rafael Kubelik,Rafael Kubelik,8,Performer,179,7,0.300935,0.331657,134.97589,0.038286
1552p,Rafael Polani,Rafael Polani,1,Performer,179,7,0.318917,0.349073,7.179815,0.041627
1553p,Raffaele Ari�,Raffaele Ari�,1,Performer,179,7,0.313942,0.340867,0,0.039578
1554p,Raffaele Giangrande,Raffaele Giangrande,41,Performer,286,8,0.223043,0.230767,162.901814,0.001658
1555p,Raffaele Pisu,Raffaele Pisu,33,Performer,290,9,0.202835,0.212061,0,0.001514
1556p,Raffaella D'Esposito,Raffaella D'Esposito,1,Performer,179,7,0.304732,0.335961,0,0.041827
1557p,Raimondo Vianello,Raimondo Vianello,169,Performer,290,8,0.209909,0.220531,1687.417285,0.004161
1558p,Raina Kabaiwanska,Raina Kabaiwanska,7,Performer,179,7,0.304684,0.335351,219.254011,0.041064
1559p,Rama Jucker,Rama Jucker,1,Performer,179,8,0.30042,0.329006,0,0.044422
1560p,Raoul Ceroni,Raoul Ceroni,134,Performer,68,7,0.282704,0.300721,17704.906599,0.012454
1561p,Raoul Magrini,Raoul Magrini,1,Performer,222,1,1,1,0,0.000222
1562p,Ray Brown,Ray Brown,1,Performer,264,5,0.345679,0.459524,0,0.001682
1563p,Raymonde Servernis,Raymonde Servernis,1,Performer,179,8,0.299535,0.326841,0,0.034051
1564p,Regina Crespin,Regina Crespin,4,Performer,179,7,0.297551,0.326576,0,0.027079
1565p,Regolo Romani,Regolo Romani,9,Performer,179,7,0.300093,0.331795,10.033781,0.041199
1566p,Reinhold Schmidt,Reinhold Schmidt,2,Performer,179,7,0.307008,0.337902,0,0.034691
1567p,Rena Gary Falachi,Rena Gary Falachi,1,Performer,179,7,0.304492,0.332827,2.860618,0.028912
1568p,Renata Mauro,Renata Mauro,29,Performer,92,7,0.249097,0.267444,8680.373908,0.009029
1569p,Renata Scotto,Renata Scotto,26,Performer,179,7,0.325746,0.361185,1417.579817,0.094033
1570p,Renata Tebaldi,Renata Tebaldi,15,Performer,179,7,0.297048,0.327008,47.617545,0.027925
1572p,Renata Villani,Renata Villani,8,Performer,51,7,0.298286,0.318237,113.988678,0.018235
1573p,Renato Capecchi,Renato Capecchi,16,Performer,179,6,0.331617,0.360654,4920.855428,0.066557
